2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2020-02-12/18:19:06		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:07		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:08		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:09		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:10		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:11		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:12		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:13		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:14		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:15		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:16		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:17		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:18		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/18:19:19		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
